,Assignments,Essays,Homework Help,Lab Reports,Lesson Plans,Notes,Rubrics,Syllabi,Test Prep,canonical_course_id,course_id,course_info,course_name,course_num,dept_acro,dept_id,dept_name,prof_id,prof_name,school_name,term,title,total_doc_count,type,url,verified,year
233,,,,,,24,,,,5414227,5414227,MANAGEMENT 454 Special Topics in Management.,Special Topics in Management.,454,MANAGEMENT,197968,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - MANAGEMENT 454 - Special Topics in Management.",24,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5414227-MANAGEMENT454/,0,2016
235,,,,,,31,,,,1515894,1515894,MGMT 3614 organizational,organizational,3614,MGMT,289912,,237661,Ryan,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MGMT 3614 - organizational",31,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1515894-MGMT3614/,0,2010
240,,,,,,21,,,,459410,459410,ACCOUNTING ACCT 470 Advanced Management Accounting,Advanced Management Accounting,ACCT 470,ACCOUNTING,143342,,161399,ProfessorRajKiani,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ACCOUNTING ACCT 470 - Advanced Management Accounting",21,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/459410-ACCOUNTINGACCT-470/,0,2008
241,,,,,,17,,,,1559126,1559126,MATH 221 Stat,Stat,221,MATH,161559,,350550,Haynes,"California State University, Monterey Bay",3,"California State University, Monterey Bay - MATH 221 - Stat",17,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1559126-MATH221/,0,2013
243,,,7,,,7,,,,771350,771350,MATH 130 ,,130,MATH,161559,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MATH 130",14,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/771350-MATH130/,0,2009
245,,,13,,,,,,,6280017,6280017,PSYCHOLOGY 200 Research methods,Research methods,200,PSYCHOLOGY,818015,,1371213,Dennis Johnson,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PSYCHOLOGY 200 - Research methods",13,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6280017-PSYCHOLOGY200/,0,2013
246,,,,,,1,,,8,1577280,1577280,MGT 530 operation managment,operation managment,530,MGT,339019,,358509,king,"California State University, Monterey Bay",3,"California State University, Monterey Bay - MGT 530 - operation managment",9,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1577280-MGT530/,0,2013
247,,,7,,,,,,,6135900,6135900,MATH 98 MATH 98,MATH 98,98,MATH,161559,,1371698,Loraine OShea,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MATH 98 - MATH 98",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6135900-MATH98/,0,2016
248,,,1,,,,,,,771351,771351,MATH 115 ,,115,MATH,161559,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MATH 115",10,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/771351-MATH115/,0,2009
251,,,,,,9,,,,1353580,1353580,MGMT 3620 organizational,organizational,3620,MGMT,289912,,237661,Ryan,"California State University, Monterey Bay",3,"California State University, Monterey Bay - MGMT 3620 - organizational",9,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1353580-MGMT3620/,0,2010
254,,,,,,,,,,1799755,1799755,ME 309 Numerical Analysis of Engineering Systems,Numerical Analysis of Engineering Systems,309,ME,241117,,448302,LarryCaretto,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ME 309 - Numerical Analysis of Engineering Systems",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1799755-ME309/,0,2014
255,,1,,,,,,,,6987819,6987819,CHHS 340 Collaboratino Negotiation,Collaboratino Negotiation,340,CHHS,522785,,1563184,William Shelby,"California State University, Monterey Bay",3,"California State University, Monterey Bay - CHHS 340 - Collaboratino Negotiation",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6987819-CHHS340/,0,2017
256,,,1,,,,,,,5165675,5165675,COMPUTER S 311 Introduction to Networking,Introduction to Networking,311,COMPUTER S,367226,,1133598,Anand,"California State University, Monterey Bay",1,"California State University, Monterey Bay - COMPUTER S 311 - Introduction to Networking",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5165675-COMPUTER-S311/,0,2016
257,,1,,,,,,,,7077981,7077981,BIO 360 Natural History of California Wildlife,Natural History of California Wildlife,360,BIO,161557,,1583561,Jennifer Duggan,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BIO 360 - Natural History of California Wildlife",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7077981-BIO360/,0,2017
266,,,,2,,,,,,4763444,4763444,CHEM 211 Organic Chemistry I,Organic Chemistry I,211,CHEM,161564,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - CHEM 211 - Organic Chemistry I",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4763444-CHEM211/,0,2015
267,,,,,,1,,,,720891,720891,CS 3120 os,os,3120,CS,161537,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - CS 3120 - os",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/720891-CS3120/,0,2009
268,,,,,,,,,,7852124,7852124,CAD 100A Oral and Written Communication,Oral and Written Communication,100A,CAD,999632,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - CAD 100A - Oral and Written Communication",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7852124-CAD100A/,0,2017
269,,,,,,,,,,8288584,8288584,ONLINE 111 Paralegal Certificate Program,Paralegal Certificate Program,111,ONLINE,1037769,,1830614,Luci,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ONLINE 111 - Paralegal Certificate Program",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8288584-ONLINE111/,0,2018
270,,,,,,1,,,,1622763,1622763,HCOM 245 Intro to Chicana/o Studies,Intro to Chicana/o Studies,245,HCOM,215782,,388782,MariaVillasenor,"California State University, Monterey Bay",3,"California State University, Monterey Bay - HCOM 245 - Intro to Chicana/o Studies",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1622763-HCOM245/,0,2010
272,,,,,,31,,,,1217490,1217490,PSYCH psych 7 psych 7,psych 7,psych 7,PSYCH,161550,,231695,revlin,"California State University, Monterey Bay",1,"California State University, Monterey Bay - PSYCH psych 7 - psych 7",31,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1217490-PSYCHpsych-7/,0,2009
273,,3,3,,,2,,,1,254137,254137,PSY 110 Psy110,Psy110,110,PSY,161562,,103419,Ken,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PSY 110 - Psy110",23,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/254137-PSY110/,0,2008
276,,,7,,,,,,1,8316218,8316218,PARA 1 Paralegal 1,Paralegal 1,1,PARA,1040472,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PARA 1 - Paralegal 1",10,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8316218-PARA1/,0,2018
278,,,,,,1,,,1,1310930,1310930,PHYSIC 202 ,,202,PHYSIC,218080,,235778,sheraz,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PHYSIC 202",11,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1310930-PHYSIC202/,0,2010
279,,4,2,,,,,,2,7535111,7535111,PSYCH 320 Psychopathology,Psychopathology,320,PSYCH,161550,,1679970,Paula Sims,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PSYCH 320 - Psychopathology",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7535111-PSYCH320/,0,2016
280,,1,,,,3,,,4,948423,948423,POLI SCIEN 28391 Political Science,Political Science,28391,POLI SCIEN,241402,,210596,Ying,"California State University, Monterey Bay",3,"California State University, Monterey Bay - POLI SCIEN 28391 - Political Science",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/948423-POLI-SCIEN28391/,0,2009
289,,,,,,,,,,1799705,1799705,ME 209 Programming for Mechanical Engineers,Programming for Mechanical Engineers,209,ME,241117,,448302,LarryCaretto,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ME 209 - Programming for Mechanical Engineers",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1799705-ME209/,0,2014
290,,,5,,,,,,,4540423,4540423,PHYS 213 ,,213,PHYS,161600,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PHYS 213",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4540423-PHYS213/,0,2011
291,,,5,,,,,,,5079871,5079871,ECE 450 probability theory,probability theory,450,ECE,310693,,1116167,Valphn,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ECE 450 - probability theory",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5079871-ECE450/,0,2015
292,,2,,,,,,,3,5371196,5371196,SBSC 100 Physical Anthropology,Physical Anthropology,100,SBSC,227928,,1181177,Susan Morley,"California State University, Monterey Bay",3,"California State University, Monterey Bay - SBSC 100 - Physical Anthropology",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5371196-SBSC100/,0,2016
293,,,,2,,,,,1,1100995,1100995,PHYS phys100A Physics 1,Physics 1,phys100A,PHYS,161600,,227985,collins,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PHYS phys100A - Physics 1",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1100995-PHYSphys100A/,0,2010
294,,,,,,2,,,,1795835,1795835,POSC 100 posc,posc,100,POSC,374089,,447471,haeley,"California State University, Monterey Bay",2,"California State University, Monterey Bay - POSC 100 - posc",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1795835-POSC100/,0,2012
295,,,,,,,,,,5335749,5335749,SOCIAL AND 338 Social Psychology,Social Psychology,338,SOCIAL AND,682992,,1173306,Dr. Arias,"California State University, Monterey Bay",1,"California State University, Monterey Bay - SOCIAL AND 338 - Social Psychology",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5335749-SOCIAL-AND338/,0,2015
300,,,1,,,3,,,1,7021032,7021032,BUSINESS 605 Research Methods,Research Methods,605,BUSINESS,288896,,1570236,Sharon Kurtz,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BUSINESS 605 - Research Methods",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7021032-BUSINESS605/,0,2017
303,,1,,,,,,,,8306971,8306971,BUSINESS 330 Human Resources,Human Resources,330,BUSINESS,288896,,193997,,"California State University, Monterey Bay",4,"California State University, Monterey Bay - BUSINESS 330 - Human Resources",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8306971-BUSINESS330/,0,2017
306,,1,,,,40,,,2,1449137,1449137,STATISTICS 361 Stats,Stats,361,STATISTICS,288724,,288084,Gupta,"California State University, Monterey Bay",3,"California State University, Monterey Bay - STATISTICS 361 - Stats",43,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1449137-STATISTICS361/,0,2011
307,,,,,,47,,,,1302760,1302760,STATISTICS 50 ,,50,STATISTICS,288724,,235199,Diaz,"California State University, Monterey Bay",3,"California State University, Monterey Bay - STATISTICS 50",47,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1302760-STATISTICS50/,0,2010
320,,,2,,,,,,6,5849303,5849303,SPAN 101 Spanish 101,Spanish 101,101,SPAN,353354,,1282252,Strolle,"California State University, Monterey Bay",1,"California State University, Monterey Bay - SPAN 101 - Spanish 101",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5849303-SPAN101/,0,2016
326,,,5,,,,,,,5645375,5645375,STAT 250 Applied Statistics: Science and Technology,Applied Statistics: Science and Technology,250,STAT,197945,,1158288,Immanuel Williams,"California State University, Monterey Bay",3,"California State University, Monterey Bay - STAT 250 - Applied Statistics: Science and Technology",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5645375-STAT250/,0,2016
338,,,,,,4,,,,1548996,1548996,ACCT 400 Corporate Tax,Corporate Tax,400,ACCT,160028,,344476,miller,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ACCT 400 - Corporate Tax",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1548996-ACCT400/,0,2012
340,,1,,,,1,,,,6084339,6084339,CST 211 Communication and Technology,Communication and Technology,211,CST,219417,,1348908,Karen Wisdom,"California State University, Monterey Bay",1,"California State University, Monterey Bay - CST 211 - Communication and Technology",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6084339-CST211/,0,2016
341,,1,1,,,,,,,8126351,8126351,PANM 452 Technology in the Public Sector,Technology in the Public Sector,452,PANM,1024089,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - PANM 452 - Technology in the Public Sector",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8126351-PANM452/,0,2018
342,,,1,,,,,,1,5226932,5226932,CHICANO ST 201 modern Mexican literature in translation,modern Mexican literature in translation,201,CHICANO ST,668044,,1146101,Olga Garcia,"California State University, Monterey Bay",3,"California State University, Monterey Bay - CHICANO ST 201 - modern Mexican literature in translation",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5226932-CHICANO-ST201/,0,2015
344,,,,,,,,,1,5946591,5946591,MGMT 340 team management,team management,340,MGMT,289912,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MGMT 340 - team management",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5946591-MGMT340/,0,2015
345,,,,,,1,,,,6163670,6163670,MPA 100 Music Theory 100,Music Theory 100,100,MPA,143635,,1382035,Enrique Rios-Ellis,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MPA 100 - Music Theory 100",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6163670-MPA100/,0,2016
348,,,1,,,,,,,5121335,5121335,BUSINESS 306 undamentals of Marketing,undamentals of Marketing,306,BUSINESS,288896,,1124814,Meng Hsien Lin,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BUSINESS 306 - undamentals of Marketing",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5121335-BUSINESS306/,0,2016
349,,2,,,,1,,,,255951,255951,VPA 308 ,,308,VPA,219416,,104925,Burke,"California State University, Monterey Bay",3,"California State University, Monterey Bay - VPA 308",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/255951-VPA308/,0,2007
350,,,,,,1,,,,1363256,1363256,ELECRTICAL ece524 verilog,verilog,ece524,ELECRTICAL,292701,,242112,rmehler,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ELECRTICAL ece524 - verilog",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1363256-ELECRTICALece524/,0,2010
354,,2,1,,,1,,,1,254154,254154,WRT 95 ,,95,WRT,9673,,103433,Oehlman,"California State University, Monterey Bay",1,"California State University, Monterey Bay - WRT 95",9,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/254154-WRT95/,0,2008
358,,4,,,,,,,,7584301,7584301,BUS 304 Business Writing,Business Writing,304,BUS,361473,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BUS 304 - Business Writing",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7584301-BUS304/,0,2016
360,,,,,,2,,,,5590461,5590461,PH 411 Women's Studies,Women's Studies,411,PH,715119,,1232870,Manning,"California State University, Monterey Bay",1,"California State University, Monterey Bay - PH 411 - Women's Studies",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5590461-PH411/,0,2016
361,,2,,,,,,,1,6687334,6687334,CHHS 302 Professional Writing,Professional Writing,302,CHHS,522785,,1496530,Andrea Ibessaine,"California State University, Monterey Bay",3,"California State University, Monterey Bay - CHHS 302 - Professional Writing",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6687334-CHHS302/,0,2017
364,,,,,,3,,,,5336821,5336821,ART MEDIA 424/ Creature workshop for animation,Creature workshop for animation,MEDIA 424/,ART,676825,,1173519,Frank Pereira,"California State University, Monterey Bay",4,"California State University, Monterey Bay - ART MEDIA 424/ - Creature workshop for animation",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5336821-ARTMEDIA-424/,0,2016
365,,,,,,1,,,,1479352,1479352,Eev EEV 23 weather,weather,23,EEV,321391,Eev,304043,hmghikh,"California State University, Monterey Bay",3,"California State University, Monterey Bay - EEV 23 - weather",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1479352-EEV23/,0,2011
368,,,,,,1,,,,1548265,1548265,ACCT 510 XXX,XXX,510,ACCT,160028,,344039,XXX,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ACCT 510 - XXX",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1548265-ACCT510/,0,2012
369,,2,,,,,,,,7161432,7161432,LS 394 Multicultural Literature Children & Young Adult,Multicultural Literature Children & Young Adult,394,LS,458381,,1604375,Judy Huddleston,"California State University, Monterey Bay",1,"California State University, Monterey Bay - LS 394 - Multicultural Literature Children & Young Adult",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7161432-LS394/,0,2016
